sample	BioHansel subtype scheme Typhi_v1.2.0	avg_kmer_coverage	qc_status	qc_message	Corresponding Wong et al genotype for BioHansel subtype	Genotype reported in Wong et al publication for this accession ID	IF FAIL QC: Final BioHansel subtype with highest k-mer coverage in dataset (Wong et al. genotype code; coverage)	IF FAIL QC: Minor contaminant k-mer subtype in dataset causing mixed subtype QC call (Wong et al. genotype code; coverage)
ERR349346	2.3.6.3	35.191	PASS		Typhi_4.3.1	4.3.1		
ERR349546	2.3.6.3	38.706	PASS		Typhi_4.3.1	4.3.1		
ERR360978	2.3.6.3	50.275	PASS		Typhi_4.3.1	4.3.1		
ERR352650	2.3.6.3	38.886	PASS		Typhi_4.3.1	4.3.1		
ERR319426	2.3.6.3	46.377	PASS		Typhi_4.3.1	4.3.1		
ERR340806	2.3.6.3	87.577	PASS		Typhi_4.3.1	4.3.1		
ERR352447	2.3.6.3	46.275	PASS		Typhi_4.3.1	4.3.1		
ERR357615	2.3.6.3	37.338	PASS		Typhi_4.3.1	4.3.1		
ERR357797	2.3.6.3	35.667	PASS		Typhi_4.3.1	4.3.1		
ERR360775	2.3.6.3	29.176	PASS		Typhi_4.3.1	4.3.1		
ERR349588	2.3.6.3	36.855	PASS		Typhi_4.3.1	4.3.1		
ERR360964	2.3.6.3	59.314	PASS		Typhi_4.3.1	4.3.1		
ERR352272	2.3.6.3	42.043	PASS		Typhi_4.3.1	4.3.1		
ERR279116	2.3.6.3	71.301	PASS		Typhi_4.3.1	4.3.1		
ERR338138	2.3.6.3	57.194	PASS		Typhi_4.3.1	4.3.1		
ERR357442	2.3.6.3	44.235	PASS		Typhi_4.3.1	4.3.1		
ERR343294	2.3.6.3	23.174	PASS		Typhi_4.3.1	4.3.1		
ERR338134	2.3.6.3	47.534	PASS		Typhi_4.3.1	4.3.1		
ERR352276	2.3.6.3	41.435	PASS		Typhi_4.3.1	4.3.1		
ERR357589	2.3.6.3	42.942	PASS		Typhi_4.3.1	4.3.1		
ERR212651	2.3.6.3	45.088	PASS		Typhi_4.3.1	4.3.1		
ERR360807	2.3.6.3	35.478	PASS		Typhi_4.3.1	4.3.1		
ERR360785	2.3.6.3	33.221	PASS		Typhi_4.3.1	4.3.1		
ERR420424	2.3.6.3	91.338	PASS		Typhi_4.3.1	4.3.1		
ERR1017052	2.3.6.3	33.435	PASS		Typhi_4.3.1	4.3.1		
ERR349378	2.3.6.3	30.735	PASS		Typhi_4.3.1	4.3.1		
ERR331206	2.3.6.3	56.528	PASS		Typhi_4.3.1	4.3.1		
ERR360976	2.3.6.3	52	PASS		Typhi_4.3.1	4.3.1		
ERR360973	2.3.6.3	55.103	PASS		Typhi_4.3.1	4.3.1		
ERR360812	2.3.6.3	27.261	PASS		Typhi_4.3.1	4.3.1		
ERR352315	2.3.6.3	54.629	PASS		Typhi_4.3.1	4.3.1		
ERR338133	2.3.6.3	68.197	PASS		Typhi_4.3.1	4.3.1		
ERR357639	2.3.6.3	46.588	PASS		Typhi_4.3.1	4.3.1		
ERR360966	2.3.6.3	53.559	PASS		Typhi_4.3.1	4.3.1		
ERR357820	2.3.6.3	47.088	PASS		Typhi_4.3.1	4.3.1		
ERR319470	2.3.6.3	43.643	PASS		Typhi_4.3.1	4.3.1		
ERR319442	2.3.6.3	37.426	PASS		Typhi_4.3.1	4.3.1		
ERR338159	2.3.6.3	43.275	PASS		Typhi_4.3.1	4.3.1		
ERR349584	2.3.6.3	31.304	PASS		Typhi_4.3.1	4.3.1		
ERR331291	2.3.6.3	55.676	PASS		Typhi_4.3.1	4.3.1		
ERR357584	2.3.6.3	43.746	PASS		Typhi_4.3.1	4.3.1		
ERR360984	2.3.6.3	47.873	PASS		Typhi_4.3.1	4.3.1		
ERR319424	2.3.6.3	46.657	PASS		Typhi_4.3.1	4.3.1		
ERR331301	2.3.6.3	48.423	PASS		Typhi_4.3.1	4.3.1		
ERR340800	2.3.6.3	93.183	PASS		Typhi_4.3.1	4.3.1		
ERR319467	2.3.6.3	35.015	PASS		Typhi_4.3.1	4.3.1		
ERR360960	2.3.6.3	42.072	PASS		Typhi_4.3.1	4.3.1		
ERR108676	2.3.6.3	46.275	PASS		Typhi_4.3.1	4.3.1		
ERR331328	2.3.6.3	49.667	PASS		Typhi_4.3.1	4.3.1		
ERR343282	2.3.6.3	25.667	PASS		Typhi_4.3.1	4.3.1		
ERR352725	2.3.6.3	30.853	PASS		Typhi_4.3.1	4.3.1		
ERR352339	2.3.6.3	38.609	PASS		Typhi_4.3.1	4.3.1		
ERR349572	2.3.6.3	32.059	PASS		Typhi_4.3.1	4.3.1		
ERR212653	2.3.6.3	43.855	PASS		Typhi_4.3.1	4.3.1		
ERR360810	2.3.6.3	30.632	PASS		Typhi_4.3.1	4.3.1		
ERR349578	2.3.6.3	33.515	PASS		Typhi_4.3.1	4.3.1		
ERR357633	2.3.6.3	47.294	PASS		Typhi_4.3.1	4.3.1		
ERR352446	2.3.6.3	44.368	PASS		Typhi_4.3.1	4.3.1		
ERR108687	2.3.6.3	55.7	PASS		Typhi_4.3.1	4.3.1		
ERR352656	2.3.6.3	35.721	PASS		Typhi_4.3.1	4.3.1		
ERR352471	2.3.6.3	47.31	PASS		Typhi_4.3.1	4.3.1		
ERR319458	2.3.6.3	41.191	PASS		Typhi_4.3.1	4.3.1		
ERR352609	2.3.6.3	38.609	PASS		Typhi_4.3.1	4.3.1		
ERR361000	2.3.6.3	46.25	PASS		Typhi_4.3.1	4.3.1		
ERR352669	2.3.6.3	39.75	PASS		Typhi_4.3.1	4.3.1		
ERR360639	2.3.6.3	43.426	PASS		Typhi_4.3.1	4.3.1		
ERR352623	2.3.6.3	39.261	PASS		Typhi_4.3.1	4.3.1		
ERR352266	2.3.6.3	42.232	PASS		Typhi_4.3.1	4.3.1		
ERR349360	2.3.6.3	30.116	PASS		Typhi_4.3.1	4.3.1		
ERR349547	2.3.6.3	31.529	PASS		Typhi_4.3.1	4.3.1		
ERR1017064	2.3.6.3	34.897	PASS		Typhi_4.3.1	4.3.1		
ERR349345	2.3.6.3	32.783	PASS		Typhi_4.3.1	4.3.1		
ERR349569	2.3.6.3	36.391	PASS		Typhi_4.3.1	4.3.1		
ERR485133	2.3.6.3	51.214	PASS		Typhi_4.3.1	4.3.1		
ERR420414	2.3.6.3	56.817	PASS		Typhi_4.3.1	4.3.1		
ERR349532	2.3.6.3	31.87	PASS		Typhi_4.3.1	4.3.1		
ERR340758	2.3.6.3	86.041	PASS		Typhi_4.3.1	4.3.1		
ERR420413	2.3.6.3	73.96	PASS		Typhi_4.3.1	4.3.1		
ERR343320	2.3.6.3	24.101	PASS		Typhi_4.3.1	4.3.1		
ERR352618	2.3.6.3	37.812	PASS		Typhi_4.3.1	4.3.1		
ERR357629	2.3.6.3	42.382	PASS		Typhi_4.3.1	4.3.1		
ERR349556	2.3.6.3	34.309	PASS		Typhi_4.3.1	4.3.1		
ERR352326	2.3.6.3	59.42	PASS		Typhi_4.3.1	4.3.1		
ERR357813	2.3.6.3	46.543	PASS		Typhi_4.3.1	4.3.1		
ERR319460	2.3.6.3	35.87	PASS		Typhi_4.3.1	4.3.1		
ERR338132	2.3.6.3	60.333	PASS		Typhi_4.3.1	4.3.1		
ERR357787	2.3.6.3	43.074	PASS		Typhi_4.3.1	4.3.1		
ERR349597	2.3.6.3	29.812	PASS		Typhi_4.3.1	4.3.1		
ERR331297	2.3.6.3	50.486	PASS		Typhi_4.3.1	4.3.1		
ERR357642	2.3.6.3	48.412	PASS		Typhi_4.3.1	4.3.1		
ERR349549	2.3.6.3	33.478	PASS		Typhi_4.3.1	4.3.1		
ERR349593	2.3.6.3	30.515	PASS		Typhi_4.3.1	4.3.1		
ERR352313	2.3.6.3	44.586	PASS		Typhi_4.3.1	4.3.1		
ERR279133	2.3.6.3	64.527	PASS		Typhi_4.3.1	4.3.1		
ERR319486	2.3.6.3	38.485	PASS		Typhi_4.3.1	4.3.1		
ERR352456	2.3.6.3	44.623	PASS		Typhi_4.3.1	4.3.1		
ERR357625	2.3.6.3	37.812	PASS		Typhi_4.3.1	4.3.1		
ERR108667	2.3.6.3	45.956	PASS		Typhi_4.3.1	4.3.1		
ERR352633	2.3.6.3	33.353	PASS		Typhi_4.3.1	4.3.1		
ERR352617	2.3.6.3	32.985	PASS		Typhi_4.3.1	4.3.1		
ERR352616	2.3.6.3	38.043	PASS		Typhi_4.3.1	4.3.1		
ERR331383	2.3.6.3	45.676	PASS		Typhi_4.3.1	4.3.1		
ERR420426	2.3.6.3	89.444	PASS		Typhi_4.3.1	4.3.1		
ERR212667	2.3.6.3	38.478	PASS		Typhi_4.3.1	4.3.1		
ERR349606	2.3.6.3	32.638	PASS		Typhi_4.3.1	4.3.1		
ERR331347	2.3.6.3	44.986	PASS		Typhi_4.3.1	4.3.1		
ERR108694	2.3.6.3	59.232	PASS		Typhi_4.3.1	4.3.1		
ERR352274	2.3.6.3	40.057	PASS		Typhi_4.3.1	4.3.1		
ERR357817	2.3.6.3	43.536	PASS		Typhi_4.3.1	4.3.1		
ERR360798	2.3.6.3	40.275	PASS		Typhi_4.3.1	4.3.1		
ERR352637	2.3.6.3	38.838	PASS		Typhi_4.3.1	4.3.1		
ERR357613	2.3.6.3	40.812	PASS		Typhi_4.3.1	4.3.1		
ERR279173	2.3.6.3	75.304	PASS		Typhi_4.3.1	4.3.1		
ERR279162	2.3.6.3	71.435	PASS		Typhi_4.3.1	4.3.1		
ERR338131	2.3.6.3	56.387	PASS		Typhi_4.3.1	4.3.1		
ERR360783	2.3.6.3	29.926	PASS		Typhi_4.3.1	4.3.1		
ERR352268	2.3.6.3	40.188	PASS		Typhi_4.3.1	4.3.1		
ERR319455	2.3.6.3	39.485	PASS		Typhi_4.3.1	4.3.1		
ERR352278	2.3.6.3	38.456	PASS		Typhi_4.3.1	4.3.1		
ERR360452	2.3.6.3	43.099	PASS		Typhi_4.3.1	4.3.1		
ERR360961	2.3.6.3	42.897	PASS		Typhi_4.3.1	4.3.1		
ERR319441	2.3.6.3	42.618	PASS		Typhi_4.3.1	4.3.1		
ERR319408	2.3.6.3	43.412	PASS		Typhi_4.3.1	4.3.1		
ERR357632	2.3.6.3	45.449	PASS		Typhi_4.3.1	4.3.1		
ERR360954	2.3.6.3	42.225	PASS		Typhi_4.3.1	4.3.1		
ERR331380	2.3.6.3	44.143	PASS		Typhi_4.3.1	4.3.1		
ERR340757	2.3.6.3	71.736	PASS		Typhi_4.3.1	4.3.1		
ERR343262	2.3.6.3	22.029	PASS		Typhi_4.3.1	4.3.1		
ERR349356	2.3.6.3	31.826	PASS		Typhi_4.3.1	4.3.1		
ERR357655	2.3.6.3	41.088	PASS		Typhi_4.3.1	4.3.1		
ERR319436	2.3.6.3	46.188	PASS		Typhi_4.3.1	4.3.1		
ERR352327	2.3.6.3	36.9	PASS		Typhi_4.3.1	4.3.1		
ERR279114	2.3.6.3	71.696	PASS		Typhi_4.3.1	4.3.1		
ERR349616	2.3.6.3	33.544	PASS		Typhi_4.3.1	4.3.1		
ERR349585	2.3.6.3	33.116	PASS		Typhi_4.3.1	4.3.1		
ERR212636	2.3.6.3	79.169	PASS		Typhi_4.3.1	4.3.1		
ERR422751	2.3.6.3	41.127	PASS		Typhi_4.3.1	4.3.1		
ERR422813	2.3.6.3	40.574	PASS		Typhi_4.3.1	4.3.1		
ERR360972	2.3.6.3	54.319	PASS		Typhi_4.3.1	4.3.1		
ERR352717	2.3.6.3	30.333	PASS		Typhi_4.3.1	4.3.1		
ERR331379	2.3.6.3	44.072	PASS		Typhi_4.3.1	4.3.1		
ERR357601	2.3.6.3	45.522	PASS		Typhi_4.3.1	4.3.1		
ERR360847	2.3.6.3	35.985	PASS		Typhi_4.3.1	4.3.1		
ERR357649	2.3.6.3	39.696	PASS		Typhi_4.3.1	4.3.1		
ERR349341	2.3.6.3	30.353	PASS		Typhi_4.3.1	4.3.1		
ERR352662	2.3.6.3	37.058	PASS		Typhi_4.3.1	4.3.1		
ERR360977	2.3.6.3	60.377	PASS		Typhi_4.3.1	4.3.1		
ERR357587	2.3.6.3	50.29	PASS		Typhi_4.3.1	4.3.1		
ERR340789	2.3.6.3	95.608	PASS		Typhi_4.3.1	4.3.1		
ERR357641	2.3.6.3	52.309	PASS		Typhi_4.3.1	4.3.1		
ERR352697	2.3.6.3	35.75	PASS		Typhi_4.3.1	4.3.1		
ERR331325	2.3.6.3	54.333	PASS		Typhi_4.3.1	4.3.1		
ERR352439	2.3.6.3	46.314	PASS		Typhi_4.3.1	4.3.1		
ERR422798	2.3.6.3	33.691	PASS		Typhi_4.3.1	4.3.1		
ERR360963	2.3.6.3	47.206	PASS		Typhi_4.3.1	4.3.1		
ERR338036	2.3.6.3	42.69	PASS		Typhi_4.3.1	4.3.1		
ERR360762	2.3.6.3	43.319	PASS		Typhi_4.3.1	4.3.1		
ERR349582	2.3.6.3	30	PASS		Typhi_4.3.1	4.3.1		
ERR352948	2.3.6.3	35.389	PASS		Typhi_4.3.1	4.3.1		
ERR352719	2.3.6.3	33.132	PASS		Typhi_4.3.1	4.3.1		
ERR360774	2.3.6.3	32.544	PASS		Typhi_4.3.1	4.3.1		
ERR331335	2.3.6.3	47.691	PASS		Typhi_4.3.1	4.3.1		
ERR352335	2.3.6.3	44.838	PASS		Typhi_4.3.1	4.3.1		
ERR108660	2.3.6.3	49.5	PASS		Typhi_4.3.1	4.3.1		
ERR422819	2.3.6.3	39.899	PASS		Typhi_4.3.1	4.3.1		
ERR422816	2.3.6.3	34.986	PASS		Typhi_4.3.1	4.3.1		
ERR213273	2.3.6.3	175.787	PASS		Typhi_4.3.1	4.3.1		
ERR352636	2.3.6.3	31.044	PASS		Typhi_4.3.1	4.3.1		
ERR357794	2.3.6.3	35.594	PASS		Typhi_4.3.1	4.3.1		
ERR422796	2.3.6.3	32.544	PASS		Typhi_4.3.1	4.3.1		
ERR349563	2.3.6.3	31.449	PASS		Typhi_4.3.1	4.3.1		
ERR319438	2.3.6.3	20.056	PASS		Typhi_4.3.1	4.3.1		
ERR352607	2.3.6.3	34	PASS		Typhi_4.3.1	4.3.1		
ERR360981	2.3.6.3	70.913	PASS		Typhi_4.3.1	4.3.1		
ERR352308	2.3.6.3	43.868	PASS		Typhi_4.3.1	4.3.1		
ERR352711	2.3.6.3	31.058	PASS		Typhi_4.3.1	4.3.1		
ERR349363	2.3.6.3	30.838	PASS		Typhi_4.3.1	4.3.1		
ERR319485	2.3.6.3	36.4	PASS		Typhi_4.3.1	4.3.1		
ERR1017054	2.3.6.3	28.382	PASS		Typhi_4.3.1	4.3.1		
ERR360481	2.3.6.3	37.338	PASS		Typhi_4.3.1	4.3.1		
ERR420434	2.3.6.3	76.171	PASS		Typhi_4.3.1	4.3.1		
ERR279122	2.3.6.3	69.087	PASS		Typhi_4.3.1	4.3.1		
ERR357803	2.3.6.3	42.145	PASS		Typhi_4.3.1	4.3.1		
ERR319421	2.3.6.3	48.5	PASS		Typhi_4.3.1	4.3.1		
ERR360759	2.3.6.3	31.457	PASS		Typhi_4.3.1	4.3.1		
ERR357791	2.3.6.3	38.559	PASS		Typhi_4.3.1	4.3.1		
ERR343303	2.3.6.3	27.162	PASS		Typhi_4.3.1	4.3.1		
ERR343270	2.3.6.3	23.42	PASS		Typhi_4.3.1	4.3.1		
ERR352612	2.3.6.3	33.441	PASS		Typhi_4.3.1	4.3.1		
ERR360745	2.3.6.3	37.397	PASS		Typhi_4.3.1	4.3.1		
ERR352635	2.3.6.3	38.25	PASS		Typhi_4.3.1	4.3.1		
ERR212657	2.3.6.3	33.657	PASS		Typhi_4.3.1	4.3.1		
ERR360739	2.3.6.3	32.783	PASS		Typhi_4.3.1	4.3.1		
ERR279348	2.3.6.3	79.725	PASS		Typhi_4.3.1	4.3.1		
ERR352640	2.3.6.3	36.29	PASS		Typhi_4.3.1	4.3.1		
ERR357766	2.3.6.3	43.882	PASS		Typhi_4.3.1	4.3.1		
ERR340797	2.3.6.3	83.6	PASS		Typhi_4.3.1	4.3.1		
ERR422834	2.3.6.3	35.623	PASS		Typhi_4.3.1	4.3.1		
ERR352283	2.3.6.3	39.884	PASS		Typhi_4.3.1	4.3.1		
ERR349599	2.3.6.3	31.443	PASS		Typhi_4.3.1	4.3.1		
ERR319413	2.3.6.3	37.855	PASS		Typhi_4.3.1	4.3.1		
ERR279101	2.3.6.3	69.087	PASS		Typhi_4.3.1	4.3.1		
ERR349580	2.3.6.3	36.116	PASS		Typhi_4.3.1	4.3.1		
ERR319417	2.3.6.3	42.868	PASS		Typhi_4.3.1	4.3.1		
ERR352291	2.3.6.3	43.855	PASS		Typhi_4.3.1	4.3.1		
ERR357795	2.3.6.3	38.103	PASS		Typhi_4.3.1	4.3.1		
ERR357645	2.3.6.3	44.029	PASS		Typhi_4.3.1	4.3.1		
ERR279156	2.3.6.3	63.27	PASS		Typhi_4.3.1	4.3.1		
ERR352949	2.3.6.3	42.956	PASS		Typhi_4.3.1	4.3.1		
ERR360998	2.3.6.3	51.324	PASS		Typhi_4.3.1	4.3.1		
ERR360819	2.3.6.3	33	PASS		Typhi_4.3.1	4.3.1		
ERR420417	2.3.6.3	92.795	PASS		Typhi_4.3.1	4.3.1		
ERR319453	2.3.6.3	38.824	PASS		Typhi_4.3.1	4.3.1		
ERR352259	2.3.6.3	40.368	PASS		Typhi_4.3.1	4.3.1		
ERR212660	2.3.6.3	37.957	PASS		Typhi_4.3.1	4.3.1		
ERR352665	2.3.6.3	41.794	PASS		Typhi_4.3.1	4.3.1		
ERR360802	2.3.6.3	31.543	PASS		Typhi_4.3.1	4.3.1		
ERR360845	2.3.6.3	36.176	PASS		Typhi_4.3.1	4.3.1		
ERR279121	2.3.6.3	62.527	PASS		Typhi_4.3.1	4.3.1		
ERR1017067	2.3.6.3	34.5	PASS		Typhi_4.3.1	4.3.1		
ERR360743	2.3.6.3	32.074	PASS		Typhi_4.3.1	4.3.1		
ERR360792	2.3.6.3	28.721	PASS		Typhi_4.3.1	4.3.1		
ERR357838	2.3.6.3	41.221	PASS		Typhi_4.3.1	4.3.1		
ERR485129	2.3.6.3	54.014	PASS		Typhi_4.3.1	4.3.1		
ERR349333	2.3.6.3	34.706	PASS		Typhi_4.3.1	4.3.1		
ERR420415	2.3.6.3	60.542	PASS		Typhi_4.3.1	4.3.1		
ERR338034	2.3.6.3	49.324	PASS		Typhi_4.3.1	4.3.1		
ERR360948	2.3.6.3	41.863	PASS		Typhi_4.3.1	4.3.1		
ERR319406	2.3.6.3	38.118	PASS		Typhi_4.3.1	4.3.1		
ERR212637	2.3.6.3	76.229	PASS		Typhi_4.3.1	4.3.1		
ERR360769	2.3.6.3	44.088	PASS		Typhi_4.3.1	4.3.1		
ERR212654	2.3.6.3	53.941	PASS		Typhi_4.3.1	4.3.1		
ERR357828	2.3.6.3	46.29	PASS		Typhi_4.3.1	4.3.1		
ERR279129	2.3.6.3	75.145	PASS		Typhi_4.3.1	4.3.1		
ERR349387	2.3.6.3	33.103	PASS		Typhi_4.3.1	4.3.1		
ERR349347	2.3.6.3	34.294	PASS		Typhi_4.3.1	4.3.1		
ERR357638	2.3.6.3	47.309	PASS		Typhi_4.3.1	4.3.1		
ERR279170	2.3.6.3	83	PASS		Typhi_4.3.1	4.3.1		
ERR319434	2.3.6.3	45.691	PASS		Typhi_4.3.1	4.3.1		
ERR331382	2.3.6.3	41.5	PASS		Typhi_4.3.1	4.3.1		
ERR360528	2.3.6.3	40	PASS		Typhi_4.3.1	4.3.1		
ERR352304	2.3.6.3	43.429	PASS		Typhi_4.3.1	4.3.1		
ERR360952	2.3.6.3	35.956	PASS		Typhi_4.3.1	4.3.1		
ERR108685	2.3.6.3	84.127	PASS		Typhi_4.3.1	4.3.1		
ERR212638	2.3.6.3	67.886	PASS		Typhi_4.3.1	4.3.1		
ERR422810	2.3.6.3	39.357	PASS		Typhi_4.3.1	4.3.1		
ERR279138	2.3.6.3	61.8	PASS		Typhi_4.3.1	4.3.1		
ERR279350	2.3.6.3	77.171	PASS		Typhi_4.3.1	4.3.1		
ERR349361	2.3.6.3	30.652	PASS		Typhi_4.3.1	4.3.1		
ERR349557	2.3.6.3	36.42	PASS		Typhi_4.3.1	4.3.1		
ERR357614	2.3.6.3	38.074	PASS		Typhi_4.3.1	4.3.1		
ERR360794	2.3.6.3	31.623	PASS		Typhi_4.3.1	4.3.1		
ERR352466	2.3.6.3	39.357	PASS		Typhi_4.3.1	4.3.1		
ERR319443	2.3.6.3	39.814	PASS		Typhi_4.3.1	4.3.1		
ERR422787	2.3.6.3	30.294	PASS		Typhi_4.3.1	4.3.1		
ERR352703	2.3.6.3	32.275	PASS		Typhi_4.3.1	4.3.1		
ERR338148	2.3.6.3	71.014	PASS		Typhi_4.3.1	4.3.1		
ERR352619	2.3.6.3	37.529	PASS		Typhi_4.3.1	4.3.1		
ERR279150	2.3.6.3	64.042	PASS		Typhi_4.3.1	4.3.1		
ERR357824	2.3.6.3	39.25	PASS		Typhi_4.3.1	4.3.1		
ERR352463	2.3.6.3	47.618	PASS		Typhi_4.3.1	4.3.1		
ERR340784	2.3.6.3	92.452	PASS		Typhi_4.3.1	4.3.1		
ERR352265	2.3.6.3	44.843	PASS		Typhi_4.3.1	4.3.1		
ERR343319	2.3.6.3	25.397	PASS		Typhi_4.3.1	4.3.1		
ERR352605	2.3.6.3	38.58	PASS		Typhi_4.3.1	4.3.1		
ERR360848	2.3.6.3	31.029	PASS		Typhi_4.3.1	4.3.1		
ERR279124	2.3.6.3	64.571	PASS		Typhi_4.3.1	4.3.1		
ERR352661	2.3.6.3	35.667	PASS		Typhi_4.3.1	4.3.1		
ERR349560	2.3.6.3	36	PASS		Typhi_4.3.1	4.3.1		
ERR212652	2.3.6.3	50.304	PASS		Typhi_4.3.1	4.3.1		
ERR360787	2.3.6.3	35.676	PASS		Typhi_4.3.1	4.3.1		
ERR349538	2.3.6.3	38.333	PASS		Typhi_4.3.1	4.3.1		
ERR349613	2.3.6.3	31.426	PASS		Typhi_4.3.1	4.3.1		
ERR422814	2.3.6.3	39.691	PASS		Typhi_4.3.1	4.3.1		
ERR338026	2.3.6.3	43.838	PASS		Typhi_4.3.1	4.3.1		
ERR352644	2.3.6.3	33.191	PASS		Typhi_4.3.1	4.3.1		
ERR357821	2.3.6.3	45.485	PASS		Typhi_4.3.1	4.3.1		
ERR352307	2.3.6.3	48.058	PASS		Typhi_4.3.1	4.3.1		
ERR340812	2.3.6.3	104.055	PASS		Typhi_4.3.1	4.3.1		
ERR349551	2.3.6.3	37.103	PASS		Typhi_4.3.1	4.3.1		
ERR360788	2.3.6.3	34.304	PASS		Typhi_4.3.1	4.3.1		
ERR360476	2.3.6.3	34.706	PASS		Typhi_4.3.1	4.3.1		
ERR349348	2.3.6.3	35.464	PASS		Typhi_4.3.1	4.3.1		
ERR360959	2.3.6.3	43.551	PASS		Typhi_4.3.1	4.3.1		
ERR360779	2.3.6.3	36.897	PASS		Typhi_4.3.1	4.3.1		
ERR340763	2.3.6.3	107.184	PASS		Typhi_4.3.1	4.3.1		
ERR360771	2.3.6.3	41.956	PASS		Typhi_4.3.1	4.3.1		
ERR319403	2.3.6.3	39.58	PASS		Typhi_4.3.1	4.3.1		
ERR349381	2.3.6.3	28.652	PASS		Typhi_4.3.1	4.3.1		
ERR349583	2.3.6.3	29.739	PASS		Typhi_4.3.1	4.3.1		
ERR279151	2.3.6.3	61.427	PASS		Typhi_4.3.1	4.3.1		
ERR422759	2.3.6.3	34.838	PASS		Typhi_4.3.1	4.3.1		
ERR360970	2.3.6.3	55.174	PASS		Typhi_4.3.1	4.3.1		
ERR360744	2.3.6.3	29.7	PASS		Typhi_4.3.1	4.3.1		
ERR357788	2.3.6.3	36.58	PASS		Typhi_4.3.1	4.3.1		
ERR357834	2.3.6.3	42.101	PASS		Typhi_4.3.1	4.3.1		
ERR352652	2.3.6.3	37.765	PASS		Typhi_4.3.1	4.3.1		
ERR349375	2.3.6.3	33.191	PASS		Typhi_4.3.1	4.3.1		
ERR485138	2.3.6.3	56.522	PASS		Typhi_4.3.1	4.3.1		
ERR319479	2.3.6.3	37.886	PASS		Typhi_4.3.1	4.3.1		
ERR337987	2.3.6.3	38.081	PASS		Typhi_4.3.1	4.3.1		
ERR340775	2.3.6.3	77.526	PASS		Typhi_4.3.1	4.3.1		
ERR340761	2.3.6.3	97.403	PASS		Typhi_4.3.1	4.3.1		
ERR319473	2.3.6.3	42.58	PASS		Typhi_4.3.1	4.3.1		
ERR352504	2.3.6.3	45.632	PASS		Typhi_4.3.1	4.3.1		
ERR360817	2.3.6.3	29.206	PASS		Typhi_4.3.1	4.3.1		
ERR360472	2.3.6.3	34.913	PASS		Typhi_4.3.1	4.3.1		
ERR349543	2.3.6.3	34.029	PASS		Typhi_4.3.1	4.3.1		
ERR360763	2.3.6.3	41.794	PASS		Typhi_4.3.1	4.3.1		
ERR1017042	2.3.6.3	34.382	PASS		Typhi_4.3.1	4.3.1		
ERR331375	2.3.6.3	47.099	PASS		Typhi_4.3.1	4.3.1		
ERR319454	2.3.6.3	35.884	PASS		Typhi_4.3.1	4.3.1		
ERR319468	2.3.6.3	45.829	PASS		Typhi_4.3.1	4.3.1		
ERR340790	2.3.6.3	84.145	PASS		Typhi_4.3.1	4.3.1		
ERR352663	2.3.6.3	38.206	PASS		Typhi_4.3.1	4.3.1		
ERR360996	2.3.6.3	39.912	PASS		Typhi_4.3.1	4.3.1		
ERR319484	2.3.6.3	46.414	PASS		Typhi_4.3.1	4.3.1		
ERR340771	2.3.6.3	98.014	PASS		Typhi_4.3.1	4.3.1		
ERR360809	2.3.6.3	32.824	PASS		Typhi_4.3.1	4.3.1		
ERR331387	2.3.6.3	40.824	PASS		Typhi_4.3.1	4.3.1		
ERR352629	2.3.6.3	35.985	PASS		Typhi_4.3.1	4.3.1		
ERR360990	2.3.6.3	44.353	PASS		Typhi_4.3.1	4.3.1		
ERR331376	2.3.6.3	64.225	PASS		Typhi_4.3.1	4.3.1		
ERR357763	2.3.6.3	44	PASS		Typhi_4.3.1	4.3.1		
ERR349562	2.3.6.3	31.838	PASS		Typhi_4.3.1	4.3.1		
ERR279103	2.3.6.3	66.145	PASS		Typhi_4.3.1	4.3.1		
ERR319483	2.3.6.3	40.706	PASS		Typhi_4.3.1	4.3.1		
ERR360815	2.3.6.3	36.5	PASS		Typhi_4.3.1	4.3.1		
ERR422803	2.3.6.3	36.471	PASS		Typhi_4.3.1	4.3.1		
ERR319432	2.3.6.3	35.739	PASS		Typhi_4.3.1	4.3.1		
ERR352297	2.3.6.3	49.897	PASS		Typhi_4.3.1	4.3.1		
ERR357634	2.3.6.3	46.667	PASS		Typhi_4.3.1	4.3.1		
ERR360985	2.3.6.3	46.239	PASS		Typhi_4.3.1	4.3.1		
ERR422775	2.3.6.3	37.941	PASS		Typhi_4.3.1	4.3.1		
ERR352449	2.3.6.3	49.926	PASS		Typhi_4.3.1	4.3.1		
ERR340802	2.3.6.3	94.681	PASS		Typhi_4.3.1	4.3.1		
ERR349576	2.3.6.3	35.565	PASS		Typhi_4.3.1	4.3.1		
ERR340774	2.3.6.3	96.875	PASS		Typhi_4.3.1	4.3.1		
ERR357776	2.3.6.3	40.7	PASS		Typhi_4.3.1	4.3.1		
ERR331292	2.3.6.3	47.944	PASS		Typhi_4.3.1	4.3.1		
ERR343258	2.3.6.3	21.515	PASS		Typhi_4.3.1	4.3.1		
ERR340794	2.3.6.3	100.338	PASS		Typhi_4.3.1	4.3.1		
ERR352713	2.3.6.3	38.754	PASS		Typhi_4.3.1	4.3.1		
ERR357792	2.3.6.3	34.824	PASS		Typhi_4.3.1	4.3.1		
ERR319448	2.3.6.3	42.706	PASS		Typhi_4.3.1	4.3.1		
